name,date,color,message
Gab,June 19 2020,Light Purple,You mean the world to me. You are the one I see a future with. I love you.\\\\\\\\n-GD\\\\n\\r\\n\r\n
anya,June 19 2020,Maroon,ill never stop loving you. things may get rough at times but were together through and through. thank you for teaching me what real love is. your girlfriend\\n\n
patrick,June 19 2020,Dark Green,i know that you didnt actually like me back but for my body\\n\n
paige,June 19 2020,Purple,you took my best friend from me and ill never forgive you for that. he deserves better than you.\\\\n\\r\\n\r\n
Eli lovich,June 19 2020,Maroon,but dont worry i dont like u bro im just bored ig\\\\n\\r\\n\r\n
julianna,June 19 2020,Black,I hate you so much.\\\\n\\r\\n\r\n
felipe,June 19 2020,Pale Pink,you belittled and criticized me in the short amount of time youd talk to me everyday of our relationship and thats why we broke up\\n\n
carson d,June 19 2020,Yellow,thor hiGh fiVinG me bruv luv u forevs muah\\\\n\\r\\n\r\n
monte,June 19 2020,Orange,youre in love with her. i can see it. you tell me if something were to happen between the two of you it wouldve already. that hurt\\n\n
Mr W,June 19 2020,Black,I hope you are still in his employ. Please pass along my message. I need him.\\\\n\\r\\n\r\n
everett,June 19 2020,Dark Blue,did you ever cut your hair or does it still look like a big ass bush?\\\\n\\r\\n\r\n
Theo,June 19 2020,Yellow,I hope she loves you better than I could\\\\n\\r\\n\r\n
Ethan,June 19 2020,Tangerine,I wish I could figure you out. I love you so much.\\\\n\\r\\n\r\n
Dillon,June 19 2020,Maroon,I dont understand why we are always drawn to each other.\\\\n\\r\\n\r\n
My future first love,June 19 2020,Peach,Im dying to know what countless of books have managed to capture and yet I still cant catch.\\\\n\\r\\n\r\n
mom,June 19 2020,Light Purple,im sorry that i cant help you and that im not an adult so you can worry less but i also wish that you didnt put that weight on me\\\\n\\r\\n\r\n
softie,June 19 2020,Light Purple,youre my forever person too. always gonna be my softie.\\\\n\\r\\n\r\n
annie,June 19 2020,White,i like everything about you. i cant imagine my life without you. please dont forget me when you leave\\\\n\\r\\n\r\n
Ryan D.,June 19 2020,Blue,Thank you for showing me what love is and a part of me will always be yours\\\\n\\r\\n\r\n
Alana,June 19 2020,Maroon,Levi is hot you stupid bish LMAO aHaHa\\\\n\\r\\n\r\n
Mom and Dad,June 19 2020,Black,I really miss the old you\\n\n
Clodagh,June 19 2020,Black,my heart misses you so much\\n\n
Tino,June 19 2020,Light Grey,I just hope you are doing well\\\\n\\r\\n\r\n
reena n,June 19 2020,Purple,smile more you ugly ass hoe. i lurvvv you to the moon and back..sike..to mars and back..double sike..to the black hole in the midddle of the milky way\\\\n\\r\\n\r\n
Lauren,June 19 2020,Pale Purple,i dont know why you did what you did\\n\n
mason kryk,June 19 2020,Black,i wish that everything i had was enough for u. i wish u didnt leave. i wish u felt the same  b\\\\n\\r\\n\r\n
taylor,June 19 2020,Black,im so lucky to have met you. no matter what you were always there and you always stuck up for me. thank you so much honestly.\\\\n\\r\\n\r\n
Ethan Valenzuela-Smith,June 19 2020,Tangerine,Im sorry I left. I was scared. Now that I see you happy with her I do nothing but cry. I truly did love you. Im glad your happy tho. Even if it means not with me. i will love you forever and always.  I would wish nothing more than for us to be friends?\\\\n\\r\\n\r\n
julianna,June 19 2020,Dark Green,youre so to\\n\n
Jack,June 19 2020,Black,Your the reason Im broken. You never helped me when I needed you. You hurt me and touched me when you shouldnt hope your happy for blaming me\\\\n\\r\\n\r\n
WORLD,June 19 2020,Black,I was just an innocent girl why did you transform me into a monster :/ it hurts a lot. The things you did are the only things that keep me sane\\\\n\\r\\n\r\n
Moses Perez,June 19 2020,Black,Hey I dont even know if you will ever read this. Im to lame to tell you in person. Im sure you realized when we were younger how much of a crush I had on you\\n\n
Bruce g,June 19 2020,Pale Blue,Even though we lost contact for the longest  time\\n\n
Mom,June 19 2020,Dark Purple,I have wanted to come out to you for over a year now. I know you will accept me I just cant find the words to say and I dont know if I ever will.\\\\n\\r\\n\r\n
jasmine,June 19 2020,Maroon,yeah\\n\n
nick,June 19 2020,Light Blue,i thought things were going to workout. ig im just better without you. i still think about you all the time. much love\\n\n
alana,June 19 2020,Maroon,levi is ugly stupid\\\\n\\r\\n\r\n
Victor,June 19 2020,Dark Green,Hey\\n\n
Zach,June 19 2020,Red,Thank you for one of the best years of my life. \\\\n\\r\\n\r\n
Liam,June 19 2020,Light Green,You shattered my heart. Why did you have to lie to me so much. You were my first love. I hate you because I cant stop loving you.\\\\n\\r\\n\r\n
Stephen P,June 19 2020,Light Purple,why did you cut me out of your life? I was always there for you and you consistently leave me. I was always better to you than you were to me. I dont know why I still let myself care\\\\n\\r\\n\r\n
Jade,June 19 2020,Light Green,I wish we were together\\n\n
Nathan,June 19 2020,Red,Hey. You asleep rn. We have been dating for 2 years and 3 months today. I love you with all my heart. Please dont break it Im\\\\\\\\nScared you might one day\\\\n\\r\\n\r\n
Dominic R,June 19 2020,Black,I love you even though I cant really remember you right now. I think you like me too but\\\\n\\r\\n\r\n
justin,June 19 2020,Dark Blue,you were my best friend until your girlfriend got jealous. it hurts knowing that ill never talk to you again. i miss you old friend.\\\\n\\r\\n\r\n
Adriann,June 19 2020,Dark Purple,You were sad that there wasnt any notes with your name on here. Im changing that. You have to be the softest emo I know and the prettiest. Your features make you look eic in some sort of way.\\\\n\\r\\n\r\n
Emiliano,June 19 2020,Red,I was always there for you\\n\n
H,June 19 2020,Black,I really like u and Ik u like me too. I wish we could tell each other the truth I think about u all the time \\\\n\\r\\n\r\n
Grey,June 19 2020,Army Green,With you I wanted to be a princess. Like Bell\\n\n
Harlen,June 19 2020,Light Purple,I thought you felt the same way I felt about you\\n\n
Levi,June 19 2020,Light Orange,I loved you  you were my first love but you turnt into an Abusive c**t:)\\\\n\\r\\n\r\n
amani,June 19 2020,Pale Blue,i love you so so much more than you could know\\\\n\\r\\n\r\n
nihaal,June 19 2020,Light Blue,we havent spoken in 3 months. its weird\\n\n
Tanner,June 19 2020,Black,I let you break my heart and I still was there to wipe the tears off your cheek\\\\n\\r\\n\r\n
mia,June 19 2020,Maroon,levi is ugly and he will always be ugly. sangwoo is hotter\\\\n\\r\\n\r\n
Dorin,June 19 2020,Purple,Coffee has never been the same since you left\\n\n
Brayden Hindes,June 19 2020,Black,honestly fuck you i cant even begin to eain the amount of hate i have for you. you broke me over and over again. never once in my life has one person made me feel so horrible about myself. karma is a bitch its gonna all come back around some day. good luck finding another girl like me because i was and always will be the baddest bitch you could ever get\\\\n\\r\\n\r\n
Brian,June 19 2020,Black,Yesterday was your birthday. \\\\n\\r\\n\r\n
a,June 19 2020,Maroon,you hurt me so much I loved you so much we were bestfriends but you left me. we were perfect together we cared for eachother but once you started being selfish it was to i didnt know how to leave cause i still cared for you and it felt like if i left you those months i spent caring were for nothing you made me alone i had friends but you were a rock and you left me bc of a rumor you will never understand what you made me feel i will forever hate you i dont know how i can forgive you i dont know how i can look at you without hating everything ab you. you ted me you missed me but you missed how i cared for you i cant be friends with you agin i cant care for u i gave u my heart and u broke it i didnt cry but u did so u got sympathy and i hated that i turned everything to anger i was enragged ive never been so mad i couldnt even think ab you without wanted to scream i was put through hell because of you i will never be the same i didnt know how to deal with the anger it was the worst moments of my life and you spent your time with all of those girls while i was with a new friend group talking bad ab you till they couldnt bear to hear it anymore and i almost lost them bc of my hatred towards you everything thing i felt turned to anger i hate you always and forever\\\\n\\r\\n\r\n
amani,June 19 2020,Pale Blue,i love you so so much more than you could know\\\\n\\r\\n\r\n
Ashton,June 19 2020,Dark Purple,i dont really like you but i cant tell you\\\\n\\r\\n\r\n
jackson,June 19 2020,Yellow,we havent talked in years and i still think about you everyday. i hope you are safe. i love you forever.\\\\n\\r\\n\r\n
Zach G,June 19 2020,Green,I fantasize about us finding our way back to each other in the end\\\\n\\r\\n\r\n
katharine,June 19 2020,Light Purple,BISH ILY SO MUCH AND IM SO GLAD WE FT ALMOST EVERY NIGHT- IK IM OBSESSED WITH THIS WEBSITE BUT YE ILY -H\\\\n\\r\\n\r\n
Ben,June 19 2020,Pale Blue,Im not even a whisper in your thoughts\\n\n
teddy,June 19 2020,Pale Blue,we were too young to know real love. i hope you turn out alright\\n\n
Lacie K,June 19 2020,Pale Pink,I doubt youll ever see this unless I tell you to look at it. You made me believe that gingers actually have souls. Keep up the good work babycakes.\\\\n\\r\\n\r\n
teddy,June 19 2020,Pale Blue,we were too young to know real love. i hope you turn out alright\\n\n
tom k,June 19 2020,Light Blue,hey. i miss you. you got me through a rough patch and ill forever be grateful for that. though we only talked through class\\n\n
julio coolderon,June 19 2020,Pale Pink,whenever you see this if you ever do just send me a teand maybe we can start over just as friends\\\\n\\r\\n\r\n
john anthony goldsby,June 19 2020,Pale Blue,i love you more than you know and i genuinely think that you are the love of my life i love you x\\\\n\\r\\n\r\n
evie,June 19 2020,Pale Pink,you are the best friend that anyone could ever ask you. you make me smile and never think negatively. i love you so much\\\\n\\r\\n\r\n
mia,June 19 2020,Maroon,hisoka is hotter than levi too. everyone is hotter than levi.\\\\n\\r\\n\r\n
timothee,June 19 2020,Dark Blue,timothee chalamet if youre reading this im in love with you. age doesnt matter. i will wait for u\\\\n\\r\\n\r\n
ryan,June 19 2020,Blue Grey,i never want to see your face again.\\\\n\\r\\n\r\n
Jake,June 19 2020,Grey,Its crazy how I couldnt imagine life without you but now Im doing just fine\\n\n
Thomas,June 19 2020,Green,I want you back but please dont fuck up again because I never want to have to lose you. I hope you love me too.\\\\n\\r\\n\r\n
sean o.,June 19 2020,Dark Blue,i miss you. i still look at you and think of you like were still together. im sorry for going against you\\n\n
Keeley,June 19 2020,Light Pink,I hope you never leave my life. I think you will always have a piece of my heart.\\\\n\\r\\n\r\n
Coco,June 19 2020,Turquoise,I have a Spotify playlist dedicated to songs that make me think of you. I just want to kiss you\\\\n\\r\\n\r\n
mia,June 19 2020,Maroon,levi = ugly noob\\\\n\\r\\n\r\n
matija s,June 19 2020,Light Orange,i dont think i actually loved you (disclaimer) but some sort of (non creepy) infatuation was there for a good couple of years. sometimes i wonder what it wldve been like if you actually liked me back. did you mean everything you said? oh and do you still like the color orange? all i ever wanted was an inside joke or sum shit smh\\\\n\\r\\n\r\n
jasmine,June 19 2020,Black,the amount of broken promises & trust issues you gave me is astonishing. ill never want you back.\\\\n\\r\\n\r\n
Ivan,June 19 2020,Light Pink,I hate you and I hate the humiliation you caused me. I hate myself even more for still having hope that maybe one day youll love me the way I love you\\\\n\\r\\n\r\n
Aubrey,June 19 2020,Light Purple,My crazy\\n\n
Walt,June 19 2020,Dark Purple,I was falling so deeply in love with you\\n\n
John,June 19 2020,Orange,You were the first man I ever loved. And I hate to say it\\n\n
kevin,June 19 2020,Maroon,i wish you could feel how happy you make me at my highs\\n\n
Joseph,June 19 2020,Black,What happened to forever? you said you loved me was that ever true? I was so young and you destroyed me what did i ever do to deserve that. I gave you a place to stay and all the love i could give. I wasnt entirely perfect and i am sorry for the things that happened i want you to know that while you broke me i still love you and i hope you are doing all the things you always wanted. I love you burnt marshmallow consider this the final goodbye.\\\\n\\r\\n\r\n
rylan kannon,June 19 2020,Light Orange,oh you poopin poopin huh\\\\n\\r\\n\r\n
mia,June 19 2020,Grey,I always loved you. I dont know what caused you to do what you did. I teyou everyday wishing you were still here by my side\\\\n\\r\\n\r\n
Meredith,June 19 2020,Pale Blue,Ive always wondered how a person could be so nice and happy all the time. Still havent figured it out but I wish I could be like you in that sort of sense. Youre an absolute doll.\\\\n\\r\\n\r\n
Anya,June 19 2020,Blue,I still love you and I will never be able to move on.  I just wish I had fought for you\\\\n\\r\\n\r\n
